year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
1982,79,,4.6,67, ,0,0,0,0,0,0,0
1982,94,,5.7,34, ,0,0,0,0,0,0,0
1982,18,,6.5,6, ,0,0,0,0,0,0,1
1982,98,,5.4,18, ,0,0,1,0,0,0,0
1982,85,,6.9,37, ,0,0,0,1,0,0,0
1982,99,,3.7,29, ,0,0,1,0,0,0,0
1982,120,,6.1,100, ,0,0,0,0,0,0,0
1982,90,,7.7,38, ,0,0,1,0,0,0,0
1982,92,,4.7,207, ,0,0,0,0,0,0,0
1982,129,,7.6,3619, ,0,0,0,1,0,0,0
1982,97,,4.8,131, ,1,0,0,1,0,0,0
1982,132,,7.3,3487, ,0,0,1,0,0,1,0
1982,98,,8.2,106, ,0,0,1,0,0,0,0
1982,6,,8.2,2076, ,0,1,0,0,0,0,1
1982,90,,4.2,54, ,1,0,0,0,0,0,0
1982,103,,4,152, ,0,0,0,0,0,0,0
1982,90,,5.7,41, ,0,0,1,0,0,0,0
1982,141,,7.8,162, ,0,0,0,0,0,1,0
1982,93,,6.8,184, ,0,0,0,0,0,0,0
1982,91,,3.6,17, ,0,0,0,0,0,0,0
1982,92,,7.5,23, ,0,0,1,0,0,0,0
1982,130,,6.6,90, ,0,1,0,1,0,0,0
1982,99,,5.1,67, ,0,0,0,1,0,0,0
1982,91,,3.8,91, ,1,0,0,0,0,0,0
1982,134,,6.4,45, ,0,0,0,1,0,0,0
1982,78,,8.1,58, ,0,0,0,0,1,0,0
1982,75,,7,22, ,0,0,0,0,0,0,0
1982,104,,7.7,8, ,0,0,0,0,0,1,0
1982,60,,6.9,11, ,0,0,0,1,0,0,0
1982,84,,6.7,359, ,0,0,0,1,0,0,0
1982,125,,5.5,399, ,1,0,0,0,0,0,0
1982,118,,7.4,20, ,0,0,0,0,0,0,0
1982,90,,8,5, ,0,0,0,0,1,0,0
1982,82,,7.3,211, ,0,0,0,1,1,0,0
1982,180,,7.7,6, ,1,0,0,0,0,0,0
1982,19,,7.6,22, ,0,0,0,0,1,0,1
1982,136,,7.1,5668, ,0,0,1,1,0,1,0
1982,117,,5.6,245, ,0,0,0,1,0,0,0
1982,107,,7.9,153, ,1,0,0,1,0,0,0
1982,80,,4.8,37, ,1,0,1,0,0,0,0
1982,89,,5.9,10, ,0,0,1,0,0,0,0
1982,86,,7.4,242, R,1,0,0,1,0,0,0
1982,81,,4.8,15, ,1,0,0,1,0,0,0
1982,117,,7.1,3519, ,0,0,0,1,0,1,0
1982,110,19000000,3.3,113, ,0,0,1,0,0,0,0
1982,90,,6.2,6, ,0,0,0,0,0,0,0
1982,114,,7.8,543, ,0,0,0,1,0,0,0
1982,83,,6.3,10, ,0,0,0,0,1,0,0
1982,92,,5,792, ,0,0,1,0,0,0,0
1982,24,,9.1,6, ,0,0,0,0,1,0,1
1982,98,,3.8,1113, ,0,0,1,0,0,0,0
1982,153,,5.7,71, ,0,0,0,1,0,0,0
1982,90,,6.5,11, ,0,0,0,0,0,0,0
1982,86,,5.6,5, ,0,0,0,1,0,0,0
1982,95,,6.4,13, ,0,0,0,0,0,0,0
1983,101,,5.4,530, ,1,0,0,0,0,0,0
1983,91,,5.3,176, ,1,0,0,0,0,0,0
1983,85,,3.1,7, ,1,0,1,0,0,0,0
1983,94,,6.8,39, ,0,0,0,1,0,0,0
1983,88,,4.7,22, ,0,0,1,0,0,0,0
1983,100,,5.7,10, ,0,0,0,0,0,0,0
1983,109,,6.1,82, ,0,0,0,0,0,0,0
1983,15,,8.7,6, ,1,0,0,0,0,0,1
1983,91,,2.5,11, ,0,0,0,0,0,1,0
1983,130,,6.6,16, ,0,0,0,1,0,0,0
1983,90,4000000,6.6,4556, ,0,0,1,0,0,0,0
1983,85,,4.9,12, ,0,0,0,0,0,0,0
1983,101,,6.2,88, ,0,0,1,0,0,0,0
1983,88,,2.9,44, ,0,0,1,0,0,0,0
1983,110,,7.8,7, ,0,0,0,1,0,0,0
1983,70,,4.7,15, ,0,1,0,0,0,0,0
1983,99,,7.6,5, ,0,0,0,0,0,0,0
1983,85,,3.3,43, ,0,0,0,0,0,0,0
1983,91,,5.7,2171, ,0,0,0,1,0,1,0
1983,85,,3.8,17, ,0,0,0,0,0,0,0
1983,84,2000000,7.5,224, ,0,1,0,0,0,0,0
1983,88,,3.2,32, ,0,0,0,0,0,0,0
1983,90,,6.1,22, ,0,0,1,1,0,0,0
1983,105,,3.2,598, ,0,0,0,0,0,0,0
1983,104,,5.4,20, ,0,0,0,1,0,0,0
1983,90,,8,24, ,0,0,0,0,0,0,0
1983,83,,5.8,7, ,0,0,0,1,0,0,0
1983,95,,4.2,5, ,0,0,0,0,0,0,0
1983,80,,5.5,364, ,0,0,0,0,0,0,0
1983,115,,5.9,68, ,0,0,0,1,0,0,0
1983,91,,5.2,5, ,0,0,0,1,0,0,0
1983,133,,6.3,26, ,0,0,0,1,0,0,0
1983,90,,4.6,8, ,0,0,0,0,0,0,0
1983,118,,5.6,50, ,0,0,0,1,0,0,0
1983,57,,8.6,5, ,0,0,0,0,1,0,0
1983,130,,8.4,81, ,0,0,0,1,0,0,0
1983,80,,6.8,42, ,0,0,0,1,0,0,0
1983,87,,7.8,383, ,0,0,0,1,0,0,0
1983,92,,5,13, ,0,0,0,1,0,0,0
1983,106,,7.1,1259, PG-13,1,0,1,0,0,0,0
1983,91,10000000,6.8,7125, PG-13,0,0,0,1,0,0,0
1983,110,,6.3,41, ,0,0,1,0,0,0,0
1983,92,,7.2,39, ,0,0,1,1,0,0,0
1983,145,,6.3,80, ,0,0,0,1,0,0,0
1983,102,,8.4,30, ,0,0,0,1,0,0,0
1983,109,,6.6,23, ,0,0,0,1,0,0,0
1983,100,,3.8,10, ,0,0,0,0,0,0,0
1983,90,,6.1,7, ,0,0,0,0,0,0,0
1983,88,,4.5,458, ,1,0,0,1,0,0,0
1983,87,,6.8,6, ,0,0,0,0,0,0,0
1983,80,,3.8,9, ,0,0,1,0,0,0,0
1983,105,3000000,6.3,435, ,0,0,1,1,0,1,0
1983,80,,5.4,6, ,0,0,0,0,0,0,0
1983,123,,6.7,1658, ,0,0,0,1,0,0,0
1983,102,,8,5, ,0,0,0,1,0,0,0
1983,109,,7.5,267, ,0,0,0,0,0,0,0
1983,102,,7.5,59, ,0,0,1,0,0,0,0
1983,92,,6.5,19, ,0,0,0,0,0,1,0
1983,121,,5.7,127, ,0,0,0,1,0,0,0
1983,82,,2.6,93, ,0,0,0,0,0,0,0
1983,90,,5.5,36, ,0,0,0,1,0,0,0
1983,89,,7.3,14, ,0,0,1,0,0,0,0
1983,105,,6.6,31, ,0,0,0,1,0,1,0
1983,162,,7.4,11, ,0,0,0,0,0,1,0
1983,95,,7,282, ,0,0,0,1,0,0,0
1983,85,,5.3,5, ,0,0,0,0,0,0,0
1983,95,,5.8,37, ,0,0,0,1,0,0,0
1983,96,,6.8,362, ,0,0,1,0,0,0,0
1983,105,,7.1,6401, ,0,0,1,1,0,0,0
1983,85,,4.4,32, ,0,0,0,0,0,0,0
1983,105,,7.8,603, ,0,0,1,0,0,0,0
1983,90,,6.1,8, ,0,0,0,0,0,0,0
1983,103,,5.4,307, ,0,0,0,0,0,0,0
1983,86,,4.1,41, ,0,0,0,0,0,0,0
1983,83,,6.8,37, ,0,0,1,0,0,0,0
1983,82,,3.6,26, ,0,0,0,0,0,0,0
1983,96,,4.9,51, ,0,0,1,0,0,0,0
1983,108,,5.9,2305, ,1,0,0,1,0,0,0
1983,90,,9,6, ,0,0,0,0,0,0,0
1983,73,,5,11, ,0,0,0,0,0,0,0
1983,90,,2.8,47, ,0,0,0,0,0,0,0
1983,94,,7.2,9, ,0,0,1,0,0,0,0
1983,123,,5.8,29, ,0,0,0,1,0,0,0
1983,83,,1.9,110, ,0,0,0,0,0,0,0
1983,80,,6.3,40, ,0,0,1,1,0,0,0
1983,84,,4.3,25, ,0,0,0,1,0,0,0
1983,90,,4.1,10, ,0,0,1,0,0,0,0
1983,77,,4.4,81, ,0,0,0,0,0,0,0
1983,106,15000000,6.2,1956, ,0,0,0,0,0,0,0
1983,96,,5.8,89, ,0,0,0,1,0,0,0
1983,97,,5.3,1424, ,1,0,0,1,0,1,0
1983,90,,5.3,78, ,0,0,0,1,0,0,0
1983,97,,4.7,25, ,0,0,0,1,0,0,0
1983,85,,5.5,208, ,0,0,1,0,0,0,0
1983,91,,4.7,36, ,0,0,0,1,0,0,0
1983,89,,3.2,25, ,0,0,0,0,0,0,0
1983,90,,4.9,57, ,0,0,1,0,0,0,0
1983,110,,6.9,130, ,0,0,0,1,0,0,0
1983,110,,6.1,219, ,0,0,0,0,0,0,0
1983,93,,3.7,6, ,0,0,0,0,0,0,0
1983,171,,6,62, ,0,0,0,1,0,1,0
1983,108,,6.9,10, ,0,0,0,1,0,0,0
1983,95,,4.4,272, ,0,0,0,1,0,0,0
1983,88,,7.1,10, ,1,0,0,0,0,0,0
1983,116,,5.5,151, ,0,0,0,1,0,0,0
1983,74,,5.7,30, ,0,0,0,0,1,0,0
1983,34,3000,7.5,21, ,0,0,0,0,0,0,1
1983,110,9700000,6,5666, ,0,0,0,1,0,0,0
1983,93,,8.1,19737, ,0,0,1,0,0,0,0
1983,127,,8.7,88, ,0,0,0,1,0,0,0
1983,102,,6.2,6, ,0,0,0,0,0,0,0
1983,84,,1.5,14, ,0,0,1,0,0,0,0
1983,97,,3.8,34, ,0,0,0,1,0,0,0
1983,95,,3.4,14, ,0,0,0,1,0,0,0
1983,98,,5.3,1610, ,0,0,1,0,0,0,0
1983,12,,5.9,8, ,0,0,0,0,0,0,1
1983,84,,4.4,123, ,1,0,0,0,0,0,0
1983,113,,5.3,141, ,0,0,0,0,0,0,0
1983,60,,2.6,116, ,0,0,1,0,0,0,0
1983,84,,4.6,10, ,0,0,0,0,0,0,0
1983,110,,7.8,296, ,0,0,0,1,0,0,0
1983,106,,7.5,23, ,0,0,0,0,0,0,0
1983,97,,5.7,6, ,0,0,1,0,0,0,0
1983,115,,7.4,25, ,0,0,0,0,0,0,0
1983,83,,4.2,112, ,0,0,1,0,0,0,0
1983,98,,5.2,29, ,0,0,0,0,0,0,0
1983,16,,8.2,498, ,0,0,1,0,0,0,1
1983,95,2500000,4.6,30, ,0,0,0,0,0,0,0
1983,127,,6.5,330, ,0,0,0,1,0,0,0
1983,27,,4.4,6, ,0,0,0,1,0,0,1
1983,93,5000000,5.4,2922, ,0,0,0,0,0,0,0
1983,109,,4,762, ,0,0,1,0,0,0,0
1983,89,,3.9,112, ,0,0,0,0,0,0,0
1983,100,,4.4,689, ,1,0,1,0,0,0,0
1983,78,,6.2,193, ,0,1,1,0,0,0,0
1983,82,,6.1,58, ,0,1,1,0,0,0,0
1983,93,,3.4,49, ,0,0,0,0,0,0,0
1983,100,,7,137, R,1,0,0,1,0,0,0
1983,130,,6.4,162, ,0,0,0,1,0,0,0
1983,108,,6.5,113, ,0,0,0,1,0,0,0
1983,136,,7.5,527, ,0,0,0,1,0,0,0
1983,82,,6.5,6, ,0,0,0,0,1,0,0
1983,30,,5,12, ,0,0,1,0,0,0,1
1983,92,,6.4,7, ,0,0,0,1,0,0,0
1983,103,10000000,7.2,6338, ,0,0,0,1,0,0,0
1983,98,,5,11, ,1,0,0,0,0,0,0
1983,95,,3.5,37, ,0,0,0,0,0,0,0
1983,99,,4.3,809, ,0,0,1,0,0,0,0
1983,88,,3.8,40, ,0,0,0,0,0,0,0
1983,85,,1.9,20, R,0,0,0,0,0,0,0
1983,80,,3.5,279, ,1,0,0,0,0,0,0
1983,90,,4.6,6, ,0,0,1,0,0,0,0
1983,83,,2.7,30, ,0,0,0,0,0,0,0
1983,106,,6.7,7, ,0,0,0,1,0,0,0
1983,90,,6.7,602, ,0,0,0,0,0,0,0
1983,95,,3.1,8, ,1,0,0,0,0,0,0
1983,136,,8.3,15, ,0,0,0,1,0,0,0
1983,82,,3.7,134, ,0,0,0,0,0,0,0
1983,22,,3.6,5, ,0,0,0,0,0,0,1
1983,82,,5.5,5, ,0,0,0,0,0,0,0
1983,100,,7.1,6, ,0,0,0,1,0,0,0
1983,81,,3.5,9, ,0,0,1,0,0,0,0
1983,30,,4.4,28, ,0,0,0,0,0,0,1
1983,15,,7.6,63, ,0,1,0,0,0,0,1
1983,89,,4.4,1233, ,0,0,1,0,0,0,0
1983,100,,8.6,8, ,0,0,0,0,0,0,0
1983,126,,4.9,179, ,1,0,1,0,0,0,0
1983,118,,7.6,649, ,0,0,0,1,0,0,0
1983,117,,7.2,132, ,0,0,0,1,0,0,0
1983,128,,7.4,632, ,0,0,1,0,0,0,0
1983,5,,6.9,31, ,0,1,1,0,0,0,1
1983,95,,5.8,1019, ,0,0,1,0,0,0,0
1983,77,,6.8,6, ,0,0,0,0,0,0,0
1983,89,,4.4,16, ,0,0,0,1,0,0,0
1983,95,,5.3,161, ,1,0,0,1,0,0,0
1983,95,,6.3,1217, ,0,0,0,1,0,0,0
1983,110,,6.9,2103, ,0,0,1,1,0,0,0
1983,94,,5.3,6, ,0,0,0,0,0,0,0
1983,96,,8.2,5, ,0,0,0,1,0,0,0
1983,30,,5.5,6, ,0,0,0,0,1,0,1
1983,90,,5.1,46, ,1,0,0,0,0,0,0
1983,92,,5.9,5, ,0,0,0,0,0,0,0
1983,98,,4.7,64, ,1,0,0,0,0,0,0
1983,101,,5.7,172, ,0,0,0,1,0,0,0
1983,104,,4.8,42, ,0,0,0,1,0,0,0
1983,114,,6.4,479, ,0,0,0,1,0,0,0
1983,91,,7.8,11, ,1,0,0,1,0,0,0
1983,93,,1.8,9, ,0,0,0,1,0,0,0
1983,100,,4.3,9, ,1,0,0,0,0,0,0
1983,95,,4.4,170, ,0,0,0,1,0,0,0
1983,90,,4,13, ,0,0,1,0,0,0,0
1983,82,,5.1,111, ,0,0,0,0,0,0,0
1983,108,,5,68, ,0,0,0,0,1,0,0
1983,80,,4.9,128, ,0,0,1,1,0,1,0
1983,85,,6,86, ,0,0,1,0,0,0,0
1983,100,,8,5, ,0,0,0,0,0,0,0
1983,99,,6,138, ,0,0,1,0,0,1,0
1983,86,,5.1,14, ,0,0,0,0,0,0,0
1983,101,,8,64, ,0,0,0,1,0,0,0
1983,103,,8.3,15, ,0,0,0,0,0,0,0
1983,90,,4.7,6, ,0,0,0,1,0,0,0
1983,90,,3.5,10, ,0,0,1,0,0,0,0
1983,82,,3.4,141, ,0,0,0,0,0,0,0
1983,81,,6.2,450, ,0,1,0,0,0,0,0
1983,58,,6.7,36, ,0,0,0,0,1,0,0
1983,87,,3.5,86, ,0,0,1,0,0,0,0
1983,104,,6.1,108, ,0,0,0,1,0,0,0
1983,29,,7.5,17, ,0,0,0,0,1,0,1
1983,95,,5.5,4568, ,0,0,0,1,0,1,0
1983,95,,5.3,5, ,0,0,0,0,0,0,0
1983,92,,4.1,13, ,0,0,0,0,0,0,0
1983,79,,2,10, ,0,0,1,0,0,0,0
1983,35,,7.2,5, ,0,0,0,0,1,0,1
1983,84,,4.9,12, ,0,0,0,1,0,0,0
1983,220,,8.5,16, ,0,0,0,0,1,0,0
1983,85,,3,173, ,1,0,0,0,0,0,0
1983,94,,4.4,21, ,0,0,1,1,0,0,0
1983,89,,3.9,27, ,0,0,1,0,0,0,0
1983,31,,5.6,8, ,0,0,0,0,0,0,1
1983,109,,5.2,147, ,0,0,0,0,0,0,0
1983,99,,6.2,182, ,0,0,1,0,0,1,0
1983,83,,1.6,9, ,0,0,0,0,0,0,0
1983,70,,2.6,26, ,0,0,1,0,0,0,0
1983,86,,5.5,11, ,0,0,0,0,0,0,0
1983,105,,4.1,8, ,0,0,0,0,0,0,0
1983,88,,6.7,21, ,0,0,0,0,0,0,0
1983,92,,6.1,206, ,0,0,1,0,0,0,0
1983,96,,3,27, ,0,0,1,0,0,0,0
1983,100,,3.8,16, ,0,0,0,0,0,0,0
1983,90,,3.4,16, ,0,0,0,1,0,0,0
1983,154,,7.9,75, ,0,0,0,0,0,0,0
1983,79,,4.8,28, ,0,0,0,1,0,0,0
1983,85,,4.6,187, ,0,0,1,0,0,0,0
1983,94,,7.9,8, ,0,0,0,1,0,0,0
1983,87,,4.5,9, ,0,0,0,0,0,0,0
1983,94,,4.6,49, ,0,0,0,0,0,0,0
1983,90,,3,12, ,0,0,1,0,0,0,0
1983,119,,4.2,16, ,0,0,0,1,0,0,0
1983,130,,6.6,2217, ,0,0,0,1,0,0,0
1983,87,,8,34, ,0,0,1,0,0,0,0
1983,130,,5.7,35, ,0,0,1,0,0,0,0
1983,38,,7.8,6, ,0,0,0,0,1,0,1
1983,48,,6.3,21, ,0,0,0,0,1,0,0
1983,90,,2.1,6, ,0,0,0,0,0,0,0
1983,107,,7.9,15, ,0,0,1,1,0,0,0
1983,106,,7.2,21, ,0,0,0,0,0,0,0
1983,98,,3.1,64, ,1,0,0,0,0,0,0
1983,81,,2,38, ,1,0,0,0,0,0,0
1983,85,,6,6, ,1,0,0,1,0,0,0
1983,94,,4.1,9, ,0,0,0,0,0,0,0
1983,85,,8.9,160, ,0,1,1,1,0,0,0
1983,166,,8.1,26, ,0,0,0,0,0,0,0
1983,110,,7.9,20, ,0,0,0,1,0,0,0
1983,98,,3.7,9, ,0,0,0,0,0,0,0
1983,52,,4.6,5, ,0,0,0,0,1,0,0
1983,111,,5.1,95, ,0,0,0,1,0,0,0
1983,155,,8.1,15, ,0,0,0,0,1,0,0
1983,131,,6.2,36, ,0,1,0,0,0,0,0
1983,68,,6.2,25, ,0,0,0,1,0,0,0
1983,51,,7.2,21, ,0,0,0,0,1,0,0
1983,113,,6.6,263, ,0,0,0,1,0,0,0
1983,90,,4.1,18, ,0,0,0,1,0,1,0
1983,114,,7.1,30, ,0,0,0,1,0,0,0
1983,133,,6.2,276, ,0,0,0,1,0,0,0
1983,93,,4.6,34, ,0,0,0,0,1,0,0
1983,100,,6.7,37, ,0,0,0,1,0,0,0
1983,94,,6.2,15, ,0,0,0,0,0,0,0
1983,63,,5.9,13, ,0,0,1,0,0,0,0
1983,98,,2.6,378, ,0,0,0,0,0,0,0
1983,105,,5.5,909, ,0,0,0,0,0,1,0
1983,104,,5.3,16, ,0,0,0,1,0,0,0
1983,104,,5,218, ,0,0,0,1,0,0,0
1983,89,,2.9,61, ,0,0,0,0,0,0,0
1983,93,,3.8,22, ,0,0,0,1,0,0,0
1983,90,,5.4,5, ,0,0,0,0,0,0,0
1983,105,,6.9,8, ,0,0,0,1,0,0,0
1983,106,,7.2,10, ,1,0,0,1,0,0,0
1983,20,,7.6,7, ,0,0,0,0,0,0,1
1983,100,7500000,5.8,239, ,0,0,1,0,0,0,0
1983,91,425000,5.2,187, ,0,0,0,0,0,0,0
1983,100,,7.8,26, ,0,0,0,1,0,0,0
1983,90,,4.6,59, ,1,0,0,0,0,0,0
1983,97,,6.1,2488, ,0,0,0,1,0,1,0
1983,91,,2.2,10, ,1,0,0,0,0,0,0
1983,87,,4.5,191, ,0,0,1,0,0,0,0
1983,100,,5.7,43, ,0,0,0,1,0,0,0
1983,96,,5.8,5, ,0,0,0,0,0,0,0
1983,92,,4.7,11, ,0,0,1,0,0,0,0
1983,97,,5.3,11, ,0,0,0,1,0,0,0
1983,96,,4,14, ,0,0,0,0,0,1,0
1983,110,,6.5,121, ,0,0,0,1,0,0,0
1983,88,,4.5,14, ,1,0,0,0,0,0,0
1983,48,,2.4,171, PG,0,0,1,0,0,0,0
1983,102,,6.9,15, ,0,0,0,0,0,0,0
1983,91,,5.7,12, ,0,0,1,1,0,0,0
1983,140,,7.8,5, ,0,0,0,1,0,0,0
1983,143,,8.7,165, ,0,0,1,0,0,0,0
1983,99,20500000,3.2,5028, ,1,0,0,0,0,0,0
1983,81,,5.8,6, ,0,0,0,0,0,0,0
1983,94,,5.2,215, ,0,0,0,0,0,0,0
1983,85,,3.9,60, ,0,0,1,0,0,0,0
1983,60,,5.8,81, ,0,0,0,1,0,0,0
1983,97,,6.9,6, ,0,0,0,1,0,0,0
1983,102,2000000,5,49, ,0,0,0,1,0,0,0
1983,88,,3.4,157, ,0,0,1,0,0,0,0
1983,87,,3.3,15, ,0,0,1,0,0,0,0
1983,92,,6.7,7, ,0,0,1,0,0,0,0
1983,98,,7.7,21, ,0,0,1,1,0,0,0
1983,97,,3,41, ,0,0,0,1,0,0,0
1983,98,,5.3,21, ,0,0,1,0,0,0,0
1983,141,,7.8,32, ,0,0,1,1,0,0,0
1983,70,,7.2,5, ,1,0,0,0,0,0,0
1983,96,6000000,5.4,1217, ,0,0,0,0,0,0,0
1983,88,,7.8,98, ,0,0,1,0,0,0,0
1983,157,,7.2,5, ,1,0,0,0,0,0,0
1983,79,,4.8,11, ,0,0,0,1,1,0,0
1983,106,,1.5,5, ,0,0,0,0,0,0,0
1983,109,20000000,7.5,6189, ,0,0,1,1,0,0,0
1983,125,,8.2,12, ,0,0,0,1,0,0,0
1983,77,,7.5,11, ,0,0,0,0,0,0,0
1983,108,,5.4,18, ,0,0,0,1,0,0,0
1983,128,,6,8, ,0,0,0,0,0,0,0
1983,87,,7.9,4928, ,0,0,0,0,1,0,0
1983,117,,5.5,3081, ,1,0,0,0,0,0,0
1983,92,,6.4,6, ,0,0,0,0,0,0,0
1983,96,,5.3,8, ,0,0,1,0,0,0,0
1983,50,,8.6,9, ,0,0,0,0,0,1,0
1983,60,,6.1,7, ,0,0,0,1,0,0,0
1983,73,,5.2,14, ,0,0,0,0,0,0,0
1983,86,,4.1,14, ,0,0,0,1,0,0,0
1983,92,,4.7,24, ,0,0,0,0,0,0,0
1983,102,,5.4,7, ,0,0,1,0,0,1,0
1983,86,,8.1,7, ,0,0,0,0,0,0,0
1983,110,300000,6.9,258, ,0,0,0,1,0,0,0
1983,112,,6.1,9, ,0,0,0,1,0,0,0
1983,132,,7.2,74, ,0,0,0,1,0,0,0
1983,100,,6.1,36, ,0,0,0,1,0,0,0
1983,95,,6.2,754, ,0,0,0,0,0,0,0
1983,82,,6.4,14, ,0,0,1,0,0,0,0
1983,82,,5.9,13, ,0,0,0,1,0,0,0
1983,111,,7.6,4715, ,0,0,1,1,0,0,0
1983,105,5000000,5.4,721, ,1,0,0,1,0,0,0
1983,92,,2.5,234, ,0,0,0,1,0,0,0
1983,92,,4.2,151, ,1,0,0,0,0,0,0
1983,96,,5.4,15, ,0,0,1,0,0,0,0
1983,102,,6.5,543, ,0,0,0,0,0,0,0
1983,100,7000000,4.5,645, ,0,0,1,0,0,0,0
1983,92,,1,15, ,0,0,0,1,0,0,0
1983,83,,4.5,84, ,1,0,1,0,0,0,0
1983,114,,3.6,13, ,0,0,0,0,0,0,0
1983,95,,4.4,175, ,0,0,1,0,0,1,0
1983,90,,2.6,6, ,0,0,0,0,0,0,0
1983,126,,5.5,250, ,0,0,0,1,0,0,0
1983,80,,4.3,8, ,0,0,0,0,0,0,0
1983,110,,4.8,380, ,0,0,1,0,0,0,0
1983,111,,2.9,99, ,0,0,1,0,0,0,0
1983,91,,7.4,127, ,0,0,0,1,0,0,0
1983,93,,6.2,4149, ,0,0,1,0,0,0,0
1983,99,,5.7,81, ,0,0,0,1,0,0,0
1983,167,,6.5,24, ,0,0,1,1,0,0,0
1983,110,,5.7,9, ,0,0,0,0,0,0,0
1983,90,,6,7, ,1,0,0,1,0,0,0
1983,100,,5.7,245, ,0,0,0,1,0,0,0
1983,107,4600000,6.4,40, ,0,0,0,1,0,0,0
1983,104,,5.9,47, ,0,0,0,1,0,0,0
1983,165,,7.9,126, ,0,0,0,1,0,0,0
1983,98,,6.3,721, ,0,0,1,0,0,0,0
1983,112,9000000,7.3,12351, ,0,0,1,0,0,0,0
1983,114,,2,5, ,0,0,0,1,0,0,0
1983,16,,9.7,5, ,0,1,0,0,0,0,1
1983,47,,7.2,6, ,0,0,0,0,1,0,0
1983,124,,7,1589, ,0,0,0,1,0,0,0
1983,84,,2.9,335, ,1,0,0,0,0,1,0
1983,25,,7.3,635, ,0,1,0,0,0,0,1
1983,76,,3.3,107, ,0,0,1,0,0,0,0
1983,87,,3.3,20, ,1,0,0,1,0,0,0
1983,75,,8,8, ,0,0,1,0,0,0,0
1983,96,,7.2,24, ,0,0,0,0,1,0,0
1983,105,,6.9,11, ,0,0,0,0,0,0,0
1983,88,,4.3,5, ,0,0,0,1,0,0,0
1983,122,,6.2,19, ,0,0,0,0,1,0,0
1983,143,,9.5,15, ,0,0,0,1,0,1,0
1983,100,,6.2,12, ,0,0,0,1,0,0,0
1983,91,,5,11, ,0,0,0,1,0,0,0
1983,92,,6.2,3787, ,0,0,1,1,0,0,0
1983,140,,8.1,12, ,0,0,0,0,0,0,0
1983,60,,6.8,127, ,0,0,1,0,0,0,0
1983,115,,8.2,12, ,0,0,0,1,0,0,0
1983,97,,4.5,386, ,0,0,1,1,0,0,0
1983,89,,6,43, ,0,0,1,0,0,0,0
1983,143,,6.9,134, ,1,0,0,1,0,0,0
1983,130,,6.8,1041, ,0,0,0,1,0,0,0
1983,22,,6.2,16, ,0,0,0,0,0,0,1
1983,81,,6.5,21, ,0,0,0,0,0,0,0
1983,90,,1,7, ,0,0,0,0,0,0,0
1983,99,,5.8,304, ,0,0,0,0,0,0,0
1983,89,,2.9,162, ,0,0,1,0,0,0,0
1983,105,,6.7,7, ,0,0,0,1,0,0,0
1983,96,,6.6,5, ,0,0,0,0,0,0,0
1983,72,,7.9,7, ,0,0,1,0,0,0,0
1983,105,,6.5,37, ,0,0,0,1,0,1,0
1983,91,,7.3,1225, ,0,0,0,1,0,0,0
1983,121,36000000,6.1,7537, ,1,0,0,0,0,0,0
1983,70,,6.2,24, ,0,0,1,0,0,0,0
1983,83,,3.5,158, ,0,0,0,1,0,0,0
1983,60,,8.4,5, ,0,0,0,0,0,0,0
1983,80,,2.5,48, ,0,0,0,0,0,0,0
1983,82,,5.1,6, ,0,0,0,0,0,0,0
1983,99,,4.7,268, ,0,0,0,0,0,0,0
1983,88,,8.9,22, ,0,0,0,1,0,0,0
1983,86,,5.7,16, ,0,0,0,1,0,0,0
1983,95,,4.2,6, ,1,0,0,0,0,0,0
1983,139,,7.6,830, ,0,0,0,1,0,0,0
1983,125,,7.6,1257, ,0,0,0,1,0,0,0
1983,204,,6.5,6, ,1,0,0,0,0,0,0
1983,89,,3.9,24, ,0,0,0,1,0,1,0
1983,100,,5.9,34, ,0,0,0,0,0,0,0
1983,131,27500000,6.4,8331, ,1,0,0,0,0,0,0
1983,88,4000000,5.8,182, ,0,0,0,0,0,0,0
1983,85,,3.4,20, ,0,0,1,0,0,0,0
1983,9,,6.7,8, ,0,1,0,0,0,0,1
1983,80,,4.4,18, ,0,0,0,0,0,0,0
1983,90,,6.9,12, ,0,0,1,0,0,0,0
1983,94,978000,4,121, ,0,0,0,0,0,0,0
1983,95,,4.1,13, ,1,0,0,1,0,0,0
1983,194,,9.3,32, ,0,0,0,1,0,0,0
1983,116,,5.7,1203, ,1,0,0,0,0,0,0
1983,39,,8.1,19, ,0,0,0,0,0,0,1
1983,65,,7.8,5, ,0,1,0,0,0,0,0
1983,109,,6.2,71, ,0,0,0,1,0,0,0
1983,80,,1.7,5, ,0,0,0,0,0,0,0
1983,98,,5.3,104, ,1,0,0,0,0,0,0
1983,87,,8.1,18, ,0,0,0,1,0,0,0
1983,29,,7.3,5, ,0,0,0,0,1,0,1
1983,100,,5.1,63, ,0,0,1,0,0,0,0
1983,13,,7.1,48, ,0,0,0,1,0,0,1
1983,96,,8.3,10, ,0,0,0,1,0,0,0
1983,112,,7.7,7, ,0,0,0,0,1,0,0
1983,112,,7.9,20, ,0,0,0,1,0,0,0
1983,100,,4.9,10, ,1,0,0,1,0,0,0
1983,84,,5.5,9, ,0,0,1,0,0,0,0
1983,91,,6.3,12, ,0,0,0,0,0,0,0
